city_ascii,lat,lng,country,iso3,population
Florianopolis,-27.58,-48.52,Brazil,BRA,1023000.0
Port Elizabeth,-33.97,25.6,South Africa,ZAF,1021000.0
Jiamusi,46.83,130.35,China,CHN,1020000.0
Port Harcourt,4.81,7.01,Nigeria,NGA,1020000.0
Raleigh,35.8324,-78.6438,United States,USA,1018336.0
Ufa,54.79,56.04,Russia,RUS,1018000.0
Hengyang,26.88,112.59,China,CHN,1016000.0
Benxi,41.3304,123.75,China,CHN,1012000.0
Louisville,38.1663,-85.6485,United States,USA,1011696.0
Haifa,32.8204,34.98,Israel,ISR,1011000.0
Medina,24.5,39.58,Saudi Arabia,SAU,1010000.0
Bucaramanga,7.1301,-73.1259,Colombia,COL,1009000.0
Maracay,10.2469,-67.5958,Venezuela,VEN,1007000.0
Rotterdam,51.92,4.48,Netherlands,NLD,1005000.0
Homs,34.73,36.72,Syria,SYR,1005000.0
Cologne,50.93,6.95,Germany,DEU,1004000.0
Qinhuangdao,39.9304,119.62,China,CHN,1003000.0
Fes,34.0546,-5.0004,Morocco,MAR,1002000.0
N'Djamena,12.1131,15.0491,Chad,TCD,989000.0
Tegucigalpa,14.102,-87.2175,Honduras,HND,946000.0
Kingston,17.9771,-76.7674,Jamaica,JAM,937700.0
Nay Pyi Taw,19.7666,96.1186,Burma,MMR,930000.0
Djibouti,11.595,43.148,Djibouti,DJI,923000.0
Managua,12.153,-86.2685,Nicaragua,NIC,920000.0
Niamey,13.5167,2.1167,Niger,NER,915000.0
Tirana,41.3275,19.8189,Albania,ALB,895350.0
Kathmandu,27.7167,85.3166,Nepal,NPL,895000.0
Ulaanbaatar,47.9167,106.9166,Mongolia,MNG,885000.0
Kigali,-1.9536,30.0605,Rwanda,RWA,860000.0
Bishkek,42.8731,74.5852,Kyrgyzstan,KGZ,837000.0
Oslo,59.9167,10.75,Norway,NOR,835000.0
Bangui,4.3666,18.5583,Central African Republic,CAF,831925.0
Freetown,8.47,-13.2342,Sierra Leone,SLE,827000.0
Islamabad,33.7,73.1666,Pakistan,PAK,780000.0
Cotonou,6.4,2.52,Benin,BEN,762000.0
Vientiane,17.9667,102.6,Laos,LAO,754000.0
Riga,56.95,24.1,Latvia,LVA,742572.0
Nouakchott,18.0864,-15.9753,Mauritania,MRT,742144.0
Muscat,23.6133,58.5933,Oman,OMN,734697.0
Ashgabat,37.95,58.3833,Turkmenistan,TKM,727700.0
Zagreb,45.8,16.0,Croatia,HRV,722526.0
Sarajevo,43.85,18.383,Bosnia And Herzegovina,BIH,696731.0
Chisinau,47.005,28.8577,Moldova,MDA,688134.0
Lilongwe,-13.9833,33.7833,Malawi,MWI,646750.0
Asmara,15.3333,38.9333,Eritrea,ERI,620802.0
Abu Dhabi,24.4667,54.3666,United Arab Emirates,ARE,603492.0
Port Louis,-20.1666,57.5,Mauritius,MUS,595491.0
Libreville,0.3854,9.458,Gabon,GAB,578156.0
Manama,26.2361,50.5831,Bahrain,BHR,563920.0
Vilnius,54.6834,25.3166,Lithuania,LTU,542366.0
Skopje,42.0,21.4335,Macedonia,MKD,494087.0
Bloemfontein,-29.12,26.2299,South Africa,ZAF,463064.0
Bratislava,48.15,17.117,Slovakia,SVK,423737.0
Bissau,11.865,-15.5984,Guinea-Bissau,GNB,403339.0
Tallinn,59.4339,24.728,Estonia,EST,394024.0
Wellington,-41.3,174.7833,New Zealand,NZL,393400.0
Valletta,35.8997,14.5147,Malta,MLT,368250.0
Maseru,-29.3167,27.4833,Lesotho,LSO,361324.0
Nur-Sultan,51.1811,71.4278,Kazakhstan,KAZ,345604.0
Bujumbura,-3.3761,29.36,Burundi,BDI,331700.0
Canberra,-35.283,149.129,Australia,AUS,327700.0
New Delhi,28.6,77.2,India,IND,317797.0
Ljubljana,46.0553,14.515,Slovenia,SVN,314807.0
Porto-Novo,6.4833,2.6166,Benin,BEN,300000.0
Bandar Seri Begawan,4.8833,114.9333,Brunei,BRN,296500.0
Port of Spain,10.652,-61.517,Trinidad And Tobago,TTO,294934.0
Port Moresby,-9.4647,147.1925,Papua New Guinea,PNG,283733.0
Bern,46.9167,7.467,Switzerland,CHE,275329.0
Windhoek,-22.57,17.0835,Namibia,NAM,268132.0
Georgetown,6.802,-58.167,Guyana,GUY,264350.0
Paramaribo,5.835,-55.167,Suriname,SUR,254169.0
Dili,-8.5594,125.5795,Timor-Leste,TLS,234331.0
Nassau,25.0834,-77.35,"Bahamas, The",BHS,227940.0
Sucre,-19.041,-65.2595,Bolivia,BOL,224838.0
Nicosia,35.1667,33.3666,Cyprus,CYP,224300.0
Dodoma,-6.1833,35.75,Tanzania,TZA,218269.0
Colombo,6.932,79.8578,Sri Lanka,LKA,217000.0
Gaborone,-24.6463,25.9119,Botswana,BWA,208411.0
Yamoussoukro,6.8184,-5.2755,Côte D’Ivoire,CIV,206499.0
Bridgetown,13.102,-59.6165,Barbados,BRB,191152.0
Suva,-18.133,178.4417,Fiji,FJI,175399.0
Reykjavik,64.15,-21.95,Iceland,ISL,166212.0
Malabo,3.75,8.7833,Equatorial Guinea,GNQ,155963.0
Willemstad,12.2004,-69.02,Curaçao,CUW,146813.0
Podgorica,42.466,19.2663,Montenegro,MNE,145850.0
Moroni,-11.7042,43.2402,Comoros,COM,128698.0
Sri Jayewardenepura Kotte,6.9,79.95,Sri Lanka,LKA,115826.0
Praia,14.9167,-23.5167,Cabo Verde,CPV,113364.0
Male,4.1667,73.4999,Maldives,MDV,112927.0
Juba,4.83,31.58,South Sudan,SSD,111975.0
Luxembourg,49.6117,6.13,Luxembourg,LUX,107260.0
Thimphu,27.473,89.639,Bhutan,BTN,98676.0
Mbabane,-26.3167,31.1333,Swaziland,SWZ,90138.0
Sao Tome,0.3334,6.7333,Sao Tome And Principe,STP,88219.0
Honiara,-9.438,159.9498,Solomon Islands,SLB,76328.0
Oranjestad,12.5304,-70.029,Aruba,ABW,68775.0
Apia,-13.8415,-171.7386,Samoa,WSM,61916.0
Andorra la Vella,42.5,1.5165,Andorra,AND,53998.0
Kingstown,13.1483,-61.2121,Saint Vincent And The Grenadines,VCT,49485.0
Port-Vila,-17.7334,168.3166,Vanuatu,VUT,44040.0
Banjul,13.4539,-16.5917,"Gambia, The",GMB,43094.0
Nuku`alofa,-21.1385,-175.2206,Tonga,TON,42620.0
Castries,14.002,-61.0,Saint Lucia,LCA,37963.0
Monaco,43.7396,7.4069,Monaco,MCO,36371.0
Vaduz,47.1337,9.5167,Liechtenstein,LIE,36281.0
Saint John's,17.118,-61.85,Antigua And Barbuda,ATG,35499.0
Saint George's,12.0526,-61.7416,Grenada,GRD,33734.0
Victoria,-4.6166,55.45,Seychelles,SYC,33576.0
San Marino,43.9172,12.4667,San Marino,SMR,29579.0
Tarawa,1.3382,173.0176,Kiribati,KIR,28802.0
Majuro,7.103,171.38,Marshall Islands,MHL,25400.0
Roseau,15.301,-61.387,Dominica,DMA,23336.0
Basseterre,17.302,-62.717,Saint Kitts And Nevis,KNA,21887.0
Belmopan,17.252,-88.7671,Belize,BLZ,15220.0
Pago Pago,-14.274,-170.7046,American Samoa,ASM,12576.0
Lobamba,-26.4667,31.2,Swaziland,SWZ,9782.0
Funafuti,-8.5167,179.2166,Tuvalu,TUV,4749.0
Palikir,6.9166,158.15,"Micronesia, Federated States Of",FSM,4645.0
Capitol Hill,15.2137,145.7546,Northern Mariana Islands,MNP,2500.0
Hagta,13.4745,144.7504,Guam,GUM,1051.0
Al Quds,31.7764,35.2269,West Bank,XWB,
Philipsburg,18.0255,-63.045,Sint Maarten,SXM,
Gitega,-3.4271,29.9246,Burundi,BDI,
Pristina,42.6666,21.1724,Kosovo,XKS,
Ngerulmud,7.5,134.6242,Palau,PLW,
Aden,12.7797,45.0095,Yemen,YEM,1000000.0
Cochabamba,-17.41,-66.17,Bolivia,BOL,1000000.0
Yongzhou,26.2304,111.62,China,CHN,1000000.0
Baoshan,25.12,99.15,China,CHN,1000000.0
Quang Ha,16.06,108.25,Vietnam,VNM,1000000.0
Kitaku,33.8704,130.82,Japan,JPN,997536.0
Perm',58.0,56.25,Russia,RUS,997000.0
Ahvaz,31.28,48.72,Iran,IRN,996000.0
Jodhpur,26.2918,73.0168,India,IND,995000.0
San Luis Potosi,22.17,-101.0,Mexico,MEX,992000.0
Odesa,46.49,30.71,Ukraine,UKR,991000.0
Yinchuan,38.468,106.273,China,CHN,991000.0
Jiaxing,30.7704,120.75,China,CHN,988000.0
Joinvile,-26.32,-48.8399,Brazil,BRA,988000.0
Donets'k,48.0,37.83,Ukraine,UKR,988000.0
Guilin,25.28,110.28,China,CHN,987000.0
Dahuk,36.8667,43.0,Iraq,IRQ,986000.0
Volgograd,48.71,44.5,Russia,RUS,984000.0
Guwahati,26.16,91.77,India,IND,983000.0
Yichun,27.8333,114.4,China,CHN,982000.0
Yangquan,37.87,113.57,China,CHN,981448.0
Natal,-6.9838,-60.2699,Brazil,BRA,980588.0
Chandigarh,30.72,76.78,India,IND,979000.0
Gwalior,26.23,78.1801,India,IND,978000.0
Hamamatsu,34.7181,137.7327,Japan,JPN,977023.0
Qom,34.65,50.95,Iran,IRN,973000.0
Jixi,45.3,130.97,China,CHN,965000.0
Merida,20.9666,-89.6166,Mexico,MEX,965000.0
Xin'an,34.38,118.35,China,CHN,962656.0
Queretaro,20.63,-100.38,Mexico,MEX,961000.0
Pingxiang,27.62,113.85,China,CHN,961000.0
Joao Pessoa,-7.1011,-34.8761,Brazil,BRA,956000.0
Klang,3.0204,101.55,Malaysia,MYS,956000.0
Jinzhou,41.1204,121.1,China,CHN,956000.0
Oklahoma City,35.4676,-97.5137,United States,USA,955998.0
Salerno,40.6804,14.7699,Italy,ITA,954265.0
Thiruvananthapuram,8.5,76.95,India,IND,954000.0
Calicut,11.2504,75.77,India,IND,953000.0
Trichinopoly,10.81,78.69,India,IND,951000.0
Ogbomoso,8.13,4.24,Nigeria,NGA,951000.0
General Santos,6.1108,125.1747,Philippines,PHL,950530.0
Hue,16.47,107.58,Vietnam,VNM,950000.0
Bacolod,10.6317,122.9817,Philippines,PHL,949354.0
Nantong,32.0304,120.825,China,CHN,947000.0
Foshan,23.0301,113.12,China,CHN,943000.0
Songnam,37.4386,127.1378,"Korea, South",KOR,942000.0
Bridgeport,41.1918,-73.1953,United States,USA,938406.0
Nice,43.715,7.265,France,FRA,927000.0
Buffalo,42.9017,-78.8487,United States,USA,926261.0
Erbil,36.179,44.0086,Iraq,IRQ,926000.0
Krasnoyarsk,56.014,92.866,Russia,RUS,925000.0
Olinda,-8.0,-34.85,Brazil,BRA,921840.0
Antwerp,51.2204,4.415,Belgium,BEL,920000.0
Konya,37.875,32.475,Turkey,TUR,919000.0
Bogor,-6.57,106.75,Indonesia,IDN,918000.0
Hartford,41.7661,-72.6834,United States,USA,914751.0
Huaibei,33.9504,116.75,China,CHN,913000.0
Xinyu,27.8,114.93,China,CHN,913000.0
Teresina,-5.095,-42.78,Brazil,BRA,907000.0
Naha,26.2072,127.673,Japan,JPN,905238.0
Goyang,37.6527,126.8372,"Korea, South",KOR,903000.0
Nangandao,35.3204,113.87,China,CHN,903000.0
Yibin,28.77,104.57,China,CHN,902000.0
Aba,5.1004,7.35,Nigeria,NGA,897560.0
Maiduguri,11.85,13.16,Nigeria,NGA,896000.0
Az Zarqa',32.07,36.1,Jordan,JOR,894691.0
Tarsus,36.9204,34.88,Turkey,TUR,894318.0
Bengbu,32.95,117.33,China,CHN,894000.0
Mendoza,-32.8833,-68.8166,Argentina,ARG,893000.0
Hubli,15.36,75.125,India,IND,890000.0
Concepcion,-36.83,-73.05,Chile,CHL,889725.0
Zaria,11.08,7.71,Nigeria,NGA,889000.0
Dengtalu,36.08,114.35,China,CHN,887000.0
Cartagena,10.3997,-75.5144,Colombia,COL,887000.0
Mysore,12.31,76.66,India,IND,887000.0
Mexicali,32.65,-115.48,Mexico,MEX,885000.0
Tongliao,43.62,122.27,China,CHN,884000.0
Mombasa,-4.04,39.6899,Kenya,KEN,882000.0
Newcastle upon Tyne,55.0004,-1.6,United Kingdom,GBR,882000.0
Novo Hamburgo,-29.7096,-51.14,Brazil,BRA,876990.0
Callao,-12.07,-77.135,Peru,PER,876877.0
Bilbao,43.25,-2.93,Spain,ESP,875552.0
Johor Bahru,1.48,103.73,Malaysia,MYS,875000.0
Raipur,21.235,81.635,India,IND,875000.0
Xiaoxita,30.7,111.28,China,CHN,875000.0
Fort Worth,32.7812,-97.3472,United States,USA,874168.0
Salem,11.67,78.1801,India,IND,873000.0
Yangjiang,21.8504,111.97,China,CHN,872363.0
Marrakech,31.63,-8.0,Morocco,MAR,872000.0
Kaifeng Chengguanzhen,34.85,114.35,China,CHN,872000.0
Dandong,40.1436,124.3936,China,CHN,870000.0
Al Basrah,30.5135,47.8136,Iraq,IRQ,870000.0
Aguascalientes,21.8795,-102.2904,Mexico,MEX,869000.0
Tucson,32.1545,-110.8782,United States,USA,868391.0
Okayama,34.672,133.9171,Japan,JPN,866092.0
Bucheon,37.4989,126.7831,"Korea, South",KOR,866000.0
Xuanzhou,30.9525,118.7553,China,CHN,866000.0
Bandar Lampung,-5.43,105.27,Indonesia,IDN,865000.0
Rizhao,35.4304,119.45,China,CHN,865000.0
Palermo,38.125,13.35,Italy,ITA,863000.0
Caerdydd,51.5,-3.225,United Kingdom,GBR,861400.0
Tampico,22.3,-97.87,Mexico,MEX,859419.0
Jiaozuo,35.25,113.22,China,CHN,857000.0
Padang,-0.96,100.36,Indonesia,IDN,855000.0
Jalandhar,31.3349,75.569,India,IND,855000.0
Zhenjiang,32.22,119.43,China,CHN,854000.0
Valparaiso,-33.0478,-71.621,Chile,CHL,854000.0
Pingdingshan,33.7304,113.3,China,CHN,849000.0
Zunyi,27.7,106.92,China,CHN,849000.0
Anshun,26.2504,105.93,China,CHN,849000.0
Toulouse,43.62,1.4499,France,FRA,847000.0
El Paso,31.8479,-106.4309,United States,USA,845674.0
Iguacu,-22.74,-43.47,Brazil,BRA,844583.0
Bhubaneshwar,20.2704,85.8274,India,IND,844000.0
Voronezh,51.73,39.27,Russia,RUS,844000.0
Saratov,51.58,46.03,Russia,RUS,843000.0
Yuci,37.6804,112.73,China,CHN,840000.0
Yancheng,33.3856,120.1253,China,CHN,839000.0
Cuernavaca,18.9211,-99.24,Mexico,MEX,834001.0
Linfen,36.0803,111.52,China,CHN,834000.0
Honolulu,21.3294,-157.846,United States,USA,833671.0
Warri,5.52,5.76,Nigeria,NGA,830106.0
Basel,47.5804,7.59,Switzerland,CHE,830000.0
San Miguel de Tucuman,-26.816,-65.2166,Argentina,ARG,830000.0
Kermanshah,34.38,47.06,Iran,IRN,828313.0
Thessaloniki,40.6961,22.885,Greece,GRC,828000.0
Omaha,41.2628,-96.0498,United States,USA,827786.0
Kota,25.18,75.835,India,IND,827000.0
Braga,41.555,-8.4213,Portugal,PRT,826833.0
Jhansi,25.453,78.5575,India,IND,826494.0
Rongjiawan,29.3801,113.1,China,CHN,826000.0
Nottingham,52.9703,-1.17,United Kingdom,GBR,825600.0
Agadir,30.44,-9.62,Morocco,MAR,825467.0
Butterworth,5.4171,100.4,Malaysia,MYS,821652.0
Bareilly,28.3454,79.42,India,IND,817000.0
Jos,9.93,8.89,Nigeria,NGA,816824.0
Xingyi,25.0904,104.89,China,CHN,816000.0
Cebu City,10.32,123.9001,Philippines,PHL,815000.0
Arequipa,-16.42,-71.53,Peru,PER,815000.0
Liverpool,53.416,-2.918,United Kingdom,GBR,811000.0
Wuhu,31.3504,118.37,China,CHN,810000.0
Langfang,39.5204,116.68,China,CHN,810000.0
Rajshahi,24.375,88.605,Bangladesh,BGD,810000.0
Zhaotong,27.3204,103.72,China,CHN,809000.0
Culiacan,24.83,-107.38,Mexico,MEX,809000.0
Valencia,39.485,-0.4,Spain,ESP,808000.0
Lingyuan,41.24,119.4011,China,CHN,806000.0
Cuiaba,-15.5696,-56.085,Brazil,BRA,806000.0
Quy Nhon,13.78,109.18,Vietnam,VNM,805290.0
Malang,-7.98,112.61,Indonesia,IDN,805000.0
Aligarh,27.8922,78.0618,India,IND,805000.0
L'viv,49.835,24.03,Ukraine,UKR,803880.0
Bordeaux,44.85,-0.595,France,FRA,803000.0
McAllen,26.2273,-98.2471,United States,USA,800904.0
Baojishi,34.38,107.15,China,CHN,800000.0
Pekanbaru,0.565,101.425,Indonesia,IDN,799000.0
Oran,35.71,-0.62,Algeria,DZA,798000.0
Yingkou,40.6703,122.28,China,CHN,795000.0
Bhiwandi,19.35,73.13,India,IND,795000.0
Liaoyang,41.28,123.18,China,CHN,794000.0
Chihuahua,28.645,-106.085,Mexico,MEX,793000.0
Jammu,32.7118,74.8467,India,IND,791000.0
Melaka,2.2064,102.2465,Malaysia,MYS,788706.0
Zaporizhzhya,47.8573,35.1768,Ukraine,UKR,788000.0
Moradabad,28.8418,78.7568,India,IND,787000.0
Antalya,36.89,30.7,Turkey,TUR,783000.0
Al Hudaydah,14.7979,42.953,Yemen,YEM,780000.0
Campo Grande,-20.45,-54.6166,Brazil,BRA,778000.0
Shaoxing,30.0004,120.57,China,CHN,777000.0
Yichun,47.6999,128.9,China,CHN,777000.0
Mangalore,12.9,74.85,India,IND,776632.0
Wuppertal,51.25,7.17,Germany,DEU,776525.0
Cheongju,36.6439,127.5012,"Korea, South",KOR,775096.0
Zamboanga City,6.92,122.08,Philippines,PHL,773000.0
Hamhung,39.9101,127.5454,"Korea, North",PRK,773000.0
Fuyang,30.0533,119.9519,China,CHN,771000.0
Ilorin,8.49,4.55,Nigeria,NGA,771000.0
Saarbrucken,49.2504,6.97,Germany,DEU,770001.0
Fuxin,42.0105,121.66,China,CHN,770000.0
Shiyan,32.57,110.78,China,CHN,770000.0
Quetta,30.22,67.025,Pakistan,PAK,768000.0
Trujillo,-8.12,-79.02,Peru,PER,765171.0
Kananga,-5.89,22.4,Congo (Kinshasa),COD,765000.0
Trabzon,40.98,39.72,Turkey,TUR,764714.0
Jincheng,35.5004,112.83,China,CHN,760000.0
Albuquerque,35.1053,-106.6464,United States,USA,758523.0
Lodz,51.775,19.4514,Poland,POL,758000.0
Krakow,50.06,19.96,Poland,POL,756000.0
Saltillo,25.42,-101.005,Mexico,MEX,754000.0
Sao Jose dos Campos,-23.2,-45.8799,Brazil,BRA,753769.0
Hungnam,39.8231,127.6232,"Korea, North",PRK,751322.0
Ta`izz,13.6045,44.0394,Yemen,YEM,751000.0
Pietermaritzburg,-29.61,30.39,South Africa,ZAF,750845.0
Tangier,35.7473,-5.8327,Morocco,MAR,750060.0
Hsinchu,24.8168,120.9767,Taiwan,TWN,750000.0
Changhua,24.0734,120.5134,Taiwan,TWN,750000.0
Kolhapur,16.7,74.22,India,IND,750000.0
Farg`ona,40.39,71.78,Uzbekistan,UZB,750000.0
Namangan,41.0,71.67,Uzbekistan,UZB,750000.0
Liege,50.63,5.58,Belgium,BEL,749110.0
Ciudad Guayana,8.37,-62.62,Venezuela,VEN,746535.0
Birmingham,33.5277,-86.7987,United States,USA,744189.0
Hegang,47.4,130.37,China,CHN,743307.0
Naga City,13.6192,123.1814,Philippines,PHL,741635.0
Gdansk,54.36,18.64,Poland,POL,740000.0
Ansan,37.3481,126.8595,"Korea, South",KOR,739493.0
Nuremberg,49.45,11.08,Germany,DEU,737304.0
Oyo,7.8504,3.93,Nigeria,NGA,736072.0
Amravati,20.95,77.77,India,IND,734451.0
Denpasar,-8.65,115.22,Indonesia,IDN,732344.0
Sokoto,13.06,5.24,Nigeria,NGA,732178.0
Beihai,21.4804,109.1,China,CHN,728978.0
Bremen,53.08,8.8,Germany,DEU,724909.0
As Sulaymaniyah,35.5613,45.4309,Iraq,IRQ,723170.0
Hannover,52.367,9.7167,Germany,DEU,722490.0
Cucuta,7.92,-72.52,Colombia,COL,722146.0
Hamilton,43.25,-79.83,Canada,CAN,721053.0
Moshi,-3.3396,37.34,Tanzania,TZA,721018.0
Shaoguan,24.8,113.58,China,CHN,720266.0
Kumamoto,32.8009,130.7006,Japan,JPN,718232.0
Dayton,39.7797,-84.1998,United States,USA,718169.0
Xinpu,34.6004,119.17,China,CHN,715600.0
Acapulco de Juarez,16.85,-99.916,Mexico,MEX,715584.0
Kandahar,31.61,65.6949,Afghanistan,AFG,715542.0
Dehra Dun,30.3204,78.05,India,IND,714223.0
Rochester,43.168,-77.6162,United States,USA,711998.0
Jeonju,35.8314,127.1404,"Korea, South",KOR,711424.0
Samarkand,39.67,66.945,Uzbekistan,UZB,708000.0
Qingyuan,23.7004,113.0301,China,CHN,706717.0
Sarasota,27.3386,-82.543,United States,USA,706245.0
Changzhi,36.1839,113.1053,China,CHN,706000.0
Tol'yatti,53.4804,49.53,Russia,RUS,702879.0
Jaboatao,-8.11,-35.02,Brazil,BRA,702621.0
Shizuoka,34.9858,138.3854,Japan,JPN,701561.0
Bulawayo,-20.17,28.58,Zimbabwe,ZWE,699385.0
Soledad,10.92,-74.77,Colombia,COL,698852.0
Fresno,36.7831,-119.7941,United States,USA,698021.0
Meknes,33.9004,-5.56,Morocco,MAR,697628.0
La Plata,-34.9096,-57.96,Argentina,ARG,694253.0
Malegaon,20.5604,74.525,India,IND,690844.0
Enugu,6.45,7.5,Nigeria,NGA,688862.0
Huangshi,30.22,115.1,China,CHN,688090.0
Aracaju,-10.9,-37.12,Brazil,BRA,685356.0
Allentown,40.5961,-75.4755,United States,USA,682899.0
Bonn,50.7205,7.08,Germany,DEU,680543.0
San Pedro Sula,15.5,-88.03,Honduras,HND,680091.0
Nellore,14.44,79.9899,India,IND,678004.0
Catania,37.5,15.08,Italy,ITA,674542.0
Gorakhpur,26.7504,83.38,India,IND,674246.0
Ipoh,4.6,101.065,Malaysia,MYS,673318.0
Ch'ongjin,41.7846,129.79,"Korea, North",PRK,672614.0
Tulsa,36.1284,-95.9043,United States,USA,672054.0
Utsunomiya,36.55,139.87,Japan,JPN,667752.0
Puyang Chengguanzhen,35.7004,114.98,China,CHN,666322.0
An Najaf,32.0003,44.3354,Iraq,IRQ,665552.0
Sao Jose dos Pinhais,-25.57,-49.18,Brazil,BRA,665063.0
Santo Andre,-23.6528,-46.5278,Brazil,BRA,662373.0
Bytom,50.35,18.91,Poland,POL,662247.0
Pointe-Noire,-4.77,11.88,Congo (Brazzaville),COG,659084.0
At Ta'if,21.2622,40.3823,Saudi Arabia,SAU,657282.0
Ismailia,30.5903,32.26,Egypt,EGY,656135.0
Concord,37.9722,-122.0016,United States,USA,654770.0
Shimoga,13.9304,75.56,India,IND,654055.0
Bien Hoa,10.97,106.8301,Vietnam,VNM,652646.0
Xiping,25.6005,103.8166,China,CHN,652604.0
Kryvyy Rih,47.9283,33.345,Ukraine,UKR,652380.0
Irbid,32.55,35.85,Jordan,JOR,650000.0
Tiruppur,11.0804,77.33,India,IND,650000.0
Andijon,40.79,72.34,Uzbekistan,UZB,650000.0
Krasnodar,45.02,39.0,Russia,RUS,649851.0
Zaragoza,41.65,-0.89,Spain,ESP,649404.0
Genoa,44.41,8.93,Italy,ITA,647497.0
Diyarbakir,37.9204,40.23,Turkey,TUR,644763.0
Morelia,19.7334,-101.1895,Mexico,MEX,644306.0
Ul'yanovsk,54.33,48.41,Russia,RUS,640680.0
Utrecht,52.1003,5.12,Netherlands,NLD,640000.0
Kikwit,-5.03,18.85,Congo (Kinshasa),COD,637736.0
Al Hufuf,25.3487,49.5856,Saudi Arabia,SAU,637389.0
Yogyakarta,-7.78,110.375,Indonesia,IDN,636660.0
Wroclaw,51.1104,17.03,Poland,POL,634893.0
Winnipeg,49.883,-97.166,Canada,CAN,632063.0
Izhevsk,56.85,53.23,Russia,RUS,631038.0
Cape Coral,26.6445,-81.9955,United States,USA,630134.0
Springfield,42.1155,-72.5395,United States,USA,628076.0
Zhuozhou,39.5401,115.79,China,CHN,628000.0
Raurkela,22.2304,84.83,India,IND,625831.0
Quebec,46.84,-71.2456,Canada,CAN,624177.0
Poznan,52.4058,16.8999,Poland,POL,623997.0
Colorado Springs,38.8674,-104.7606,United States,USA,623946.0
Port Said,31.26,32.29,Egypt,EGY,623864.0
Nanded,19.17,77.3,India,IND,623708.0
Bannu,32.989,70.5986,Pakistan,PAK,622419.0
Southend-on-Sea,51.55,0.72,United Kingdom,GBR,618386.0
Dresden,51.05,13.75,Germany,DEU,617515.0
Wiesbaden,50.0804,8.25,Germany,DEU,617126.0
Charleston,32.8151,-79.963,United States,USA,616085.0
Changping,40.2248,116.1944,China,CHN,614821.0
Palu,-0.907,119.833,Indonesia,IDN,612445.0
Taizhou,32.4904,119.9,China,CHN,612356.0
Xingtai,37.05,114.5,China,CHN,611739.0
Samsun,41.28,36.3437,Turkey,TUR,609339.0
Luxor,25.7,32.65,Egypt,EGY,609248.0
Belgaum,15.865,74.505,India,IND,608756.0
Pontianak,-0.03,109.32,Indonesia,IDN,607311.0
Yaroslavl',57.62,39.87,Russia,RUS,606730.0
Constantine,36.36,6.5999,Algeria,DZA,605179.0
Banjarmasin,-3.33,114.5801,Indonesia,IDN,603576.0
Grand Rapids,42.9615,-85.6557,United States,USA,602694.0
Kirkuk,35.4722,44.3923,Iraq,IRQ,601433.0
Sangli,16.8604,74.575,India,IND,601214.0
Barcelona,10.1304,-64.72,Venezuela,VEN,600954.0
Mission Viejo,33.6095,-117.655,United States,USA,600474.0
Suhaj,26.5504,31.7,Egypt,EGY,600000.0
Al Mansurah,31.0504,31.38,Egypt,EGY,600000.0
Canoas,-29.92,-51.18,Brazil,BRA,600000.0
Barnaul,53.355,83.745,Russia,RUS,599579.0
Zahedan,29.5,60.83,Iran,IRN,598887.0
Jalalabad,34.4415,70.4361,Afghanistan,AFG,597971.0
Albany,42.6664,-73.7987,United States,USA,597270.0
Chiclayo,-6.7629,-79.8366,Peru,PER,596792.0
Hermosillo,29.0989,-110.9541,Mexico,MEX,595811.0
Chanda,19.97,79.3,India,IND,595118.0
Al Hillah,32.4721,44.4217,Iraq,IRQ,594605.0
Al Hillah,23.4895,46.7564,Saudi Arabia,SAU,594605.0
Rasht,37.3,49.63,Iran,IRN,594590.0
Nagano,36.65,138.17,Japan,JPN,594311.0
Vinh,18.7,105.68,Vietnam,VNM,593645.0
Abeokuta,7.1604,3.35,Nigeria,NGA,593100.0
Kayseri,38.735,35.49,Turkey,TUR,592840.0
Samarinda,-0.5,117.15,Indonesia,IDN,592228.0
Ajmer,26.45,74.64,India,IND,589985.0
Dortmund,51.53,7.45,Germany,DEU,588462.0
Vladivostok,43.13,131.91,Russia,RUS,587022.0
Irkutsk,52.32,104.245,Russia,RUS,586695.0
Knoxville,35.9692,-83.9496,United States,USA,585249.0
Blantyre,-15.79,34.9899,Malawi,MWI,584877.0
Baton Rouge,30.4419,-91.131,United States,USA,583613.0
Anqing,30.5,117.05,China,CHN,580497.0
Cuttack,20.47,85.8899,India,IND,580000.0
Hachioji,35.6577,139.3261,Japan,JPN,579399.0
Khabarovsk,48.455,135.12,Russia,RUS,579000.0
Veracruz,19.1773,-96.16,Mexico,MEX,578963.0
Kisangani,0.52,25.22,Congo (Kinshasa),COD,578470.0
Kerman,30.3,57.08,Iran,IRN,577514.0
Orumiyeh,37.53,45.0,Iran,IRN,577307.0
Bikaner,28.0304,73.3299,India,IND,576015.0
Quetzaltenango,14.83,-91.52,Guatemala,GTM,575263.0
Bakersfield,35.353,-119.0359,United States,USA,574362.0
Ogden,41.228,-111.9677,United States,USA,573632.0
Shihezi,44.3,86.0299,China,CHN,573182.0
Kuching,1.53,110.33,Malaysia,MYS,570407.0
Shuozhou,39.3004,112.42,China,CHN,570000.0
Niigata,37.92,139.04,Japan,JPN,569797.0
Pereira,4.8104,-75.68,Colombia,COL,568750.0
Macau,22.203,113.545,Macau,MAC,568700.0
New Haven,41.3112,-72.9246,United States,USA,568144.0
